Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Abschnitt
111	Germ.Pont. 1	115	6		440	Venezia	20 Juli (1177)	1177-07-20	1177-07-20	Alexander III.	Alexander III.	Bischof von Passau, Diepold von Berg		12885	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
112	Germ.Pont. 1	173	54		440	Venezia	20 Juli (1177)	1177-07-20	1177-07-20	Alexander III.	Alexander III.	Bischof von Passau, Diepold von Berg		12885	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
113	Germ.Pont. 1	39	126	*	*441	–	(vor dem 24 Juli 1177)	1177-07-24	1177-07-24	Alexander III.	Alexander III.	Salzburger Erzbischof Adalbert (III. von Böhmen),		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
114	Germ.Pont. 1	115	7		442	Venezia	30 Juli (1177)	1177-07-30	1177-07-30	Alexander III.	Alexander III.	Salzburger Erzbischof Adalbert (III. von Böhmen)		12896	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
115	Germ.Pont. 1	39	127		442	Venezia	30 Juli (1177)	1177-07-30	1177-07-30	Alexander III.	Alexander III.	Salzburger Erzbischof Adalbert (III. von Böhmen)		12896	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
116	Germ.Pont. 1	403	9	*	*443	–	(vor dem 01 August  1177)	1177-08-01	1177-08-01	Alexander III.	Alexander III.	Bischof Salomon von Trient		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
117	Germ.Pont. 1	112	1		444	Venezia	03 August (1177)	1177-08-03	1177-08-03	Alexander III.	Alexander III.	Propst Eckard von Maria Saal		12906	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
118	Germ.Pont. 1	128	18	*	*445	Venezia	(vor dem 09 August )1177	1177-08-09	1177-08-09	Alexander III.	Alexander III.	Bischöfe von Gurk und Passau, Prälaten der Salzburger Kirche		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
119	Germ.Pont. 1	173	55	*	*445	Venezia	(vor dem 09 August )1177	1177-08-09	1177-08-09	Alexander III.	Alexander III.	Bischöfe von Gurk und Passau, Prälaten der Salzburger Kirche		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
120	Germ.Pont. 1	39	130		446	Venezia	09 August (1177)	1177-08-09	1177-08-09	Alexander III.	Alexander III.	Chor der Salzburger Kirche, die kirchlichen Prälaten und Ministeriale		12912	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
121	Germ.Pont. 1	120	5		447	Venezia	09 August (1177)	1177-08-09	1177-08-09	Alexander III.	Alexander III.	Erzbischof Konrad, Gesandter des apostolischen Stuhls, Bischof Roman von Gurk (Roman II. von Leibnitz)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
122	Germ.Pont. 1	40	131		447	Venezia	09 August (1177)	1177-08-09	1177-08-09	Alexander III.	Alexander III.	Erzbischof Konrad, Gesandter des apostolischen Stuhls, Bischof Roman von Gurk (Roman II. von Leibnitz)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
123	Germ.Pont. 1	128	19		447	Venezia	09 August (1177)	1177-08-09	1177-08-09	Alexander III.	Alexander III.	Erzbischof Konrad, Gesandter des apostolischen Stuhls, Bischof Roman von Gurk (Roman II. von Leibnitz)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
124	Germ.Pont. 1	406	1		448	Venezia	10 August 1177	1177-08-10	1177-08-10	Alexander III.	Alexander III.	Propst Egelbert von Sankt Michel (an der Etsch)		12914	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
125	Germ.Pont. 1	93	15	*	*449	Venezia	[1177]	1177-01-01	1177-12-31	Alexander III.	Alexander III.	kein richtiger Empfänger (Ungültigkeitserklärung einer Wahl des Abtes Wernher)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
126	Germ.Pont. 1	105	8	*	*449	Venezia	[1177]	1177-01-01	1177-12-31	Alexander III.	Alexander III.	kein richtiger Empfänger (Ungültigkeitserklärung der Wahl des Abtes Wernher)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
127	Germ.Pont. 1	82	2		450	Anagni	07 Februar 1178	1178-02-07	1178-02-07	Alexander III.	Alexander III.	Propst Lothar von Au		13022	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
128	Germ.Pont. 1	105	9		451	Laterano	28 März 1178	1178-03-28	1178-03-28	Alexander III.	Alexander III.	Abt Werner von St. Lambrecht		13036	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
129	Germ.Pont. 1	40	132		452	Laterano	30 Mai (1177)	1177-05-30	1177-05-30	Alexander III.	Alexander III.	Salzburger Erzbischof Konrad (I. von Abenberg), Gesandter des apostolischen Stuhls, Suffragane, Äbte, Propste und Dekane, die durch ihren Bischof festgesetzt wurden		13070	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
130	Germ.Pont. 1	254	2	*	*453	–	(vor dem 19 Juni 1178)	1178-06-19	1178-06-19	Alexander III.	Alexander III.	Leopold (V.) Herzog von Österreich		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
131	Germ.Pont. 1	230	7	*	*453	–	(vor dem 19 Juni 1178)	1178-06-19	1178-06-19	Alexander III.	Alexander III.	Leopold (V.) Herzog von Österreich		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
132	Germ.Pont. 1	260	5	*	*453	–	 (vor dem 19 Juni 1178)	1178-06-19	1178-06-19	Alexander III.	Alexander III.	Leopold (V.) Herzog von Österreich		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
133	Germ.Pont. 1	40	133		454	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	Adalbert, einst Salzburger Erzbischof, Gesandter des apostolischen Stuhls		13089	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
134	Germ.Pont. 1	372	4		455	Laterano	07 März (1166-1179)	1166-03-07	1179-03-07	Alexander III.	Alexander III.	Priester Reinhard		13178	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
135	Germ.Pont. 1	368	15		456	–	(14 Juni 1177-12 März 1179)	1177-06-14	1179-03-14	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) Freising		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
136	Germ.Pont. 1	368	16		457	Laterano	12 März 1179	1179-03-12	1179-03-12	Alexander III.	Alexander III.	Abt Rupert Mönch des Quirinus neben dem Tegernsee		13321	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
137	Germ.Pont. 1	335	19		457	–	(14 Juni 1177-12 März 1179)	1177-06-14	1179-03-14	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) Freising		13321	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
138	Germ.Pont. 1	186	2		458	Laterano	29 März 1179	1179-03-29	1179-03-29	Alexander III.	Alexander III.	Abt Heinrich von Formbach		13346	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
139	Germ.Pont. 1	233	3		459	Laterano	29 März 1179	1179-03-29	1179-03-29	Alexander III.	Alexander III.	Abt Rudiger Mönch von Zwettl Bischof Albert (I. von Harthausen) Freising		13349	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
140	Germ.Pont. 1	338	1		460	Laterano	31 März (1179)	1179-03-31	1179-03-31	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) Freising		13196	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
141	Germ.Pont. 1	335	20		460	Laterano	31 März (1179)	1179-03-31	1179-03-31	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) Freising		13196	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
142	Germ.Pont. 1	335	21		461	Laterano	01 April (1179)	1179-04-01	1179-04-01	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) Freising		13197	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
143	Germ.Pont. 1	337	2		461	Laterano	01 April (1179)	1179-04-01	1179-04-01	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) Freising		13197	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
144	Germ.Pont. 1	358	7		462	Laterano	04 April 1179	1179-04-04	1179-04-04	Alexander III.	Alexander III.	Abt Heribert (Herbord) von Rott		13358	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
145	Germ.Pont. 1	353	2		463	Laterano	04 April 1179	1179-04-04	1179-04-04	Alexander III.	Alexander III.	Abt Isengrim von Ebersberg		13359	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
146	Germ.Pont. 1	220	1		464	Laterano	05 April 1179	1179-04-05	1179-04-05	Alexander III.	Alexander III.	Abt Konrad I. Abt des Klosters in Garsten		13361	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
147	Germ.Pont. 1	175	1		465	Laterano	10 März 1179	1179-03-10	1179-03-10	Alexander III.	Alexander III.	Dekan Friedrich von Passau		13377	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
148	Germ.Pont. 1	40	134		466	Laterano	12 April 1179	1179-04-12	1179-04-12	Alexander III.	Alexander III.	Salzburger Erzbischof Konrad (I. von Abenberg), seine Nachfolger		13380	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
149	Germ.Pont. 1	128	20		466	Laterano	12 April 1179	1179-04-12	1179-04-12	Alexander III.	Alexander III.	Salzburger Erzbischof Konrad (I. von Abenberg), seine Nachfolger		13380	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
150	Germ.Pont. 1	41	135		467	Laterano	19 April (1179)	1179-04-19	1179-04-19	Alexander III.	Alexander III.	Bischöfe, Äbte, alle Prälaten der Kirche, die durch die Salzburger Provinz festgesetzt wurden		13388	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
151	Germ.Pont. 1	212	1		468	Laterano	April 1179	1179-04-01	1179-04-30	Alexander III.	Alexander III.	Abt Ulrich (III.) von Kremsmünster		13407	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
152	Germ.Pont. 1	50	12		469	Velletri	14 Dezember (1179)	1179-12-14	1179-12-14	Alexander III.	Alexander III.	Propst Siboto, Kanoniker der Salzburger Kirche		13500	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
153	Germ.Pont. 1	120	6		470	Tusculanum	15 Juni (1171-1180)	1171-06-15	1180-06-15	Alexander III.	Alexander III.	Abt Pilgrim von St. Paul im Lavanttal		13541	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
154	Germ.Pont. 1	41	137	*	*471	–	(1179-1180)	1179-01-01	1180-12-31	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) von Freising, Abt Heinrich des Stiftes Heiligenkreuz		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
155	Germ.Pont. 1	255	3	*	*471	–	(1179-1180)	1179-01-01	1180-12-31	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) von Freising, Abt Heinrich des Stiftes Heiligenkreuz		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
156	Germ.Pont. 1	335	22	*	*471	–	(1179-1180)	1179-01-01	1180-12-31	Alexander III.	Alexander III.	Bischof Albert (I. von Harthausen) von Freising, Abt Heinrich des Stiftes Heiligenkreuz		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
157	Germ.Pont. 1	86	4		472	Velletri	13 Februar 1180	1180-02-13	1180-02-13	Alexander III.	Alexander III.	Abt Adelbert des (Klosters) Raitenhaslach etc.		13608	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
158	Germ.Pont. 1	408	2		473	Tusculanum	04 Februar (1171-1181)	1171-02-04	1181-02-04	Alexander III.	Alexander III.	Propst Heinrich von Sankt Maria in Au und seine Brüder		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
159	Germ.Pont. 1	70	3		474	Tusculanum	27 Mai (1171-1181)	1171-05-27	1181-05-27	Alexander III.	Alexander III.	Propst Oldricus vom (Herren) Chiemsee		14295	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
160	Germ.Pont. 1	303	1		475	–	13 Februar (1177-1181)	1177-02-13	1181-02-13	Alexander III.	Alexander III.	Bischof Otto (II. von Andechs) von Bamberg, das Kapitel von der Bamberger Kirche		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
161	Germ.Pont. 1	306	1		476	Tusculanum	27 März 1181	1181-03-27	1181-03-27	Alexander III.	Alexander III.	Propst Rudolf von Speinshart der heiligen Maria		14383	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
162	Germ.Pont. 1	279	1	*	*477	–	(1159-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.		„räumt Privileg ein"	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
163	Germ.Pont. 1	369	19		478	–	(1159-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Brixen		13786	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
164	Germ.Pont. 1	143	16		478	–	(1159-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Brixen		13786	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
165	Germ.Pont. 1	372	5		479	–	(1159-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Propst E. (Englmar/Eberhard I.?) der Kapelle von Dietramszell		13864	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
166	Germ.Pont. 1	403	10		480	–	(1159-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof Gregor von Trient		14149	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
167	Germ.Pont. 1	135	1	*	*481	–	1160	1160-01-01	1160-12-31	Alexander III.	Bischof Julius Praenestinus und Kardinaldiakon Petrus des heiligen Eustachius (Legaten des apostolischen Stuhls)		Vorstellung	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
168	Germ.Pont. 1	28	88		482	–	[1161]	1161-01-01	1161-12-31	Alexander III.	Bischof Hubladus Hostiensis	Salzburger Erzbischof Eberhard		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
169	Germ.Pont. 1	199	32		483	–	(cr. 1162)	1162-01-01	1162-12-31	Alexander III.	Kardinaldiakon Iacinctus (Giacintho Bobone) S.R.E.	sein Freund magister Gerhoch von Reichersberg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
170	Germ.Pont. 1	202	39		484	–	[1167]	1167-01-01	1167-12-31	Alexander III.	Kardinaldiakon Cencius	magister Gerhoch (von Reichersberg)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
171	Germ.Pont. 1	37	119	*	*485	–	(vor dem 01 August 1176)	1176-08-01	1176-08-01	Alexander III.	Bischof Gualterius von Albano, der Gesandte de apostolischen Stuhls	Propst Heinrich von Berchtesgaden, Kanoniker und Ministeriale der Salzburger Kirche		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
172	Germ.Pont. 1	37	120	*	*486	–	(vor dem 01 August 1176)	1176-08-01	1176-08-01	Alexander III.	Bischof Gualterius von Albano, der Gesandte de apostolischen Stuhls	Propst Heinrich von Berchtesgaden, Kanoniker und Ministeriale der Salzburger Kirche		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
173	Germ.Pont. 1	50	10	*	*486	–	(vor dem 01 August 1176)	1176-08-01	1176-08-01	Alexander III.	Bischof Gualterius von Albano, der Gesandte de apostolischen Stuhls	Propst Heinrich von Berchtesgaden, Kanoniker und Ministeriale der Salzburger Kirche		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
174	Germ.Pont. 1	63	17	*	*486	–	(vor dem 01 August 1176)	1176-08-01	1176-08-01	Alexander III.	Bischof Gualterius von Albano, der Gesandte de apostolischen Stuhls	Propst Heinrich von Berchtesgaden, Kanoniker und Ministeriale der Salzburger Kirche		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
175	Germ.Pont. 1	37	121		487	(Raab)	(August 1176)	1176-08-01	1176-08-31	Alexander III.	Bischof Gualterius von Albano, Gesandter des apostolischen Stuhls	Propst und Klerus der Salzburger Kirche, auch an die Äbte und Propste und die übrigen Prälaten der Kirche und an den gesamten Klerus und das Volk		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
176	Germ.Pont. 1	50	11		487	(Raab)	(August 1176)	1176-08-01	1176-08-31	Alexander III.	Bischof Gualterius von Albano, Gesandter des apostolischen Stuhls	Propst und Klerus der Salzburger Kirche, auch an die Äbte und Propste und die übrigen Prälaten der Kirche und an den gesamten Klerus und das Volk		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
177	Germ.Pont. 1	38	122	*	*488	(Raab)	(August 1176)	1176-08-01	1176-08-31	Alexander III.	Bischof Gualterius von Albano und der Gesandte des apostolischen Stuhls	alle Suffraganbischöfe des Salzburger Erzbischofs		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
178	Germ.Pont. 1	366	8	*	*489	(Tegernsee)	[1176]	1176-01-01	1176-12-31	Alexander III.	der Legat Gualterius S.R.E.	Abt Rupert (von Neuburg-Falkenstein) vom Tegernsee		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
179	Germ.Pont. 1	405	2		490	–	(cr.1177)	1177-01-01	1177-12-31	Alexander III.	Bischof Manfred Praenestinus, Diakon Hugo des heiligen Angelo, Kardinäle	Abt Vallis und Abt Laurentius von Trient		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
180	Germ.Pont. 1	41	136		491	Laterano	19 April (1179)	1179-04-19	1179-04-19	Alexander III.	Kardinalpriester Petrus von Gnaden der Heiligen römischen Kirche der heiligen Susanna., Gesandter des apostolischen Stuhls	an alle Gläubigen Christi		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
181	Germ.Pont. 1	224	3		491	Salzburg	Juli 1179	1179-07-01	1179-07-31	Alexander III.	Kardinalpriester Petrus von Gnaden der Heiligen römischen Kirche der heiligen Susanna., Gesandter des apostolischen Stuhls	an alle Gläubigen Christi		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
182	Germ.Pont. 1	368	17	*	*492	–	(1179-1180)	1179-01-01	1180-12-31	Alexander III.	Kardinalpriester Petrus von Gnaden der Heiligen römischen Kirche der heiligen Susanna., Gesandter des apostolischen Stuhls	Abt Rupert (von Neuburg-Falkenstein)vom Tegernsee		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
183	Germ.Pont. 1	368	18		493	–	(1179-1180)	1179-01-01	1180-12-31	Alexander III.	Kardinalpriester Petrus von Gnaden der Heiligen römischen Kirche der heiligen Susanna., Gesandter des apostolischen Stuhls	Abt Rupert (von Neuburg-Falkenstein)vom Tegernsee		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
