Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Notiz
129	It.Pont. 2	124	3		*513	–	[1159-75]	1159-01-01	1175-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	Bekräftigung von Grenzen	–	
130	It.Pont. 2	119	9		514	Ferentino	14 März [1175]	1175-03-14	1175-03-14	Alexander III.	Alexander III.	ganze Volk von Terracina		–	
131	It.Pont. 2	129	1		515	Ferentino	11 August [1175]	1175-08-11	1175-08-11	Alexander III.	Alexander III.	edle Herren und das ganze Volk (von Sermoneta)		–	
132	It.Pont. 2	151	2		516	Ferentino	25 August 1175	1175-08-25	1175-08-25	Alexander III.	Alexander III.	Petrus, Prior der Kirche St. Agnellus in Guarcino		–	
133	It.Pont. 2	125	1		517	Anagni	15 November 1175	1175-11-15	1175-11-15	Alexander III.	Alexander III.	Leonard, Abt des Klosters St. Stephan de Fossa Nova		12521a	
134	It.Pont. 2	141	5		518	Anagni	30 März [1160-76]	1160-03-30	1176-03-30	Alexander III.	Alexander III.	Amatus, Abt des Klosters St. Petrus de Villa Magna, sowie die gesamte Mitbruderschaft		12547	
135	It.Pont. 2	153	4		519	Anagni	30 April [1160-1176]	1160-04-30	1176-04-30	Alexander III.	Alexander III.	L., Abt des Klosters St. Bartholomäus in Trisulti, sowie dessen Mitbrüder		–	
136	It.Pont. 2	108	2		*520	–	[1173-76]	1173-01-01	1176-12-31	Alexander III.	Alexander III.	Johannes, Petrus und Leo, Söhne des Cinthius Fraiapanis		–	
137	It.Pont. 2	116	17		521	Anagni	26 August [1173-76]	1173-08-26	1176-08-26	Alexander III.	Alexander III.	Hugo/Ugone, Bischof von Terracina		12664	
138	It.Pont. 2	121	2		521	Anagni	26 August [1173-76]	1173-08-26	1176-08-26	Alexander III.	Alexander III.	Hugo/Ugone, Bischof von Terracina	unter Petrus de Roberto gelistet	12664	
139	It.Pont. 2	112	3		522	Anagni	17 September [1173-76]	1173-09-17	1176-09-17	Alexander III.	Alexander III.	Aimon, [Abt] des Klosters St. Maria de Marmossole, sowie alle Mitbrüder		12624	
140	It.Pont. 2	96	48		523	–	[1176]	1176-01-01	1176-12-31	Alexander III.	ecclesia von Subiaco	Empfänger nicht klar ersichtlich	Erwähnung Alexanders (nimis afflicta et dilacerata (ad Alexandrum III) conqueritur)	–	
141	It.Pont. 2	162	2		524	Anagni	14 Februar 1176	1176-02-14	1176-02-14	Alexander III.	Alexander III.	Kranke/Schwache (infirmis), die in Veruli verweilen		–	
142	It.Pont. 2	96	49		525	Anagni	11 Juli 1176	1176-07-11	1176-07-11	Alexander III.	Alexander III.	Philipp von Marano sowie dessen Söhne R(ainaldus) und B(artholomaeus), adelige Männer		12724	
143	It.Pont. 2	100	2		525	Anagni	11 Juli 1176	1176-07-11	1176-07-11	Alexander III.	Alexander III.	Philipp von Marano sowie dessen Söhne R(ainaldus) und B(artholomaeus), adelige Männer	Anagni	12724	
144	It.Pont. 2	51	1		*526	–	[1161-76?]	1161-01-01	1161-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	Alexander compellit ecclesiastica sententia Landulfum de Roiata (heute: Roiate))	–	Empfänger nicht klar ersichtlich
145	It.Pont. 2	51	2		*527	–	[1176?]	1176-01-01	1176-12-31	Alexander III.	Alexander III.	Raonis (?), Sohn des Landulfs		–	Empfänger nicht klar ersichtlich
146	It.Pont. 2	160	24		528	Anagni	19 Dezember [1159-77]	1159-12-19	1177-12-19	Alexander III.	Alexander III.	gesamte Klerus von St. Petrus in Canneto		–	
147	It.Pont. 2	166	4		528	Anagni	19 Dezember [1159-77]	1159-12-19	1177-12-19	Alexander III.	Alexander III.	gesamte Klerus von St. Petrus in Canneto		–	
148	It.Pont. 2	162	1		529	Siponto	21 Januar [1177]	1177-01-21	1177-01-21	Alexander III.	Alexander III.	Abt und Kleriker (des Klosters St. Erasmus)		–	
149	It.Pont. 2	51	3		*530	Raonis (?)	[1177]	1177-01-01	1177-12-31	Alexander III.	Alexander III.	Johannes, Kardinalpriester von Santi Giovanni e Paolo und Vikar Alexanders III.	–	–	
150	It.Pont. 2	160	25		*531	–	[1165-78]	1165-01-01	1178-12-31	Alexander III.	Johannes, Kardinalpriester von Santi Giovanni e Paolo und Vikar Alexanders III.	Empfänger nicht klar ersichtlich	Beschluss	–	
151	It.Pont. 2	33	1		*532	–	[1172-78]	1172-01-01	1178-12-31	Alexander III.	Alexander III.			–	
152	It.Pont. 2	116	18		533	Anagni	25 Februar [1174-78]	1174-02-25	1178-02-25	Alexander III.	Alexander III.	(Hugo/Ugone,) Bischof (von Terracina)		13004	
153	It.Pont. 2	119	10		533	Anagni	25 Februar [1174-78]	1174-02-25	1178-02-25	Alexander III.	Alexander III.	(Hugo/Ugone,) Bischof (von Terracina)		13004	
154	It.Pont. 2	173	1		534	–	[11 Januar 1178]	1178-01-11	1178-01-11	Alexander III.	Alexander III.			13009a	
155	It.Pont. 2	180	1		535	Anagni	21 Februar 1178	1178-02-21	1178-02-21	Alexander III.	Alexander III.	Bonifatius, Abt des Klosters St. Helia		13027	
156	It.Pont. 2	116	19		536	Anagni	22 Februar 1178	1178-02-22	1178-02-22	Alexander III.	Alexander III.	Hugo/Ugone, Bischof von Terracina, sowie die Kanoniker		13028	
157	It.Pont. 2	117	1		536	Anagni	22 Februar 1178	1178-02-22	1178-02-22	Alexander III.	[Alexander III.]	Hugo/Ugone, Bischof von Terracina, sowie die Kanoniker		13028	
158	It.Pont. 2	199	2		537	Laterano	02 April 1178	1178-04-02	1178-04-02	Alexander III.	Alexander III.	Donatus, Abt des Klosters St. Justus		13038a	
159	It.Pont. 2	211	5		538	Tusculanum	21 Dezember 1178	1178-12-21	1178-12-21	Alexander III.	Alexander III.	Bernardus, Erzpriester von St. Xystus		13125	
160	It.Pont. 2	51	4		*539	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	Raonis		–	
161	It.Pont. 2	50	6		540	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	adlige Herren aus Cave		13016	
162	It.Pont. 2	213	1		*541	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	missis cardinalibus suis, dem Kanzler (Christian I. von Buch, Erzbischof von Mainz) und den Bürgern von Viterbo		–	
163	It.Pont. 2	178	3		*542	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	Bürgerschaft Nepis		–	
164	It.Pont. 2	177	4		543	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	(Martin,) Bischof von Nepi, Konsuln und Volk Nepis		13103	
165	It.Pont. 2	178	4		543	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	Bischof von Nepi, Konsuln und Volk Nepis		13103	
166	It.Pont. 2	223	9		544	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	Bischof von Orvieto		13090	
167	It.Pont. 2	223	10		545	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	Tebaldus, Priester		13091	
168	It.Pont. 2	160	26		546	Laterano	24 April [1178-79]	1178-04-24	1179-04-24	Alexander III.	Alexander III.	Petrus, Abt des Klosters St. Dominikus (in Sora), sowie dessen Mitbrüder		–	
169	It.Pont. 2	34	4		547	Laterano	18 Mai [1178-79]	1178-05-18	1179-05-18	Alexander III.	Alexander III.	Corradus, Gregorius und Petrus, die Söhne des Malabranchus, Römische Bürger		–	
170	It.Pont. 2	34	5		548	Laterano	08 Juni [1178-79]	1178-06-08	1179-06-08	Alexander III.	Alexander III.	Corradus, Gregorius und Petrus, die Söhne der Malabranca		13268	
171	It.Pont. 2	96	50		549	Tusculanum	30 Januar 1179	1179-01-30	1179-01-30	Alexander III.	Alexander III.	Simon, Abt des Klosters St. Benedikt in Subiaco, sowie das Kapitel		13286	
172	It.Pont. 2	188	3		550	Laterano	03 Juli 1179	1179-07-03	1179-07-03	Alexander III.	Alexander III.	Johannes, Abt des Klosters St. Maria in Fallerense		13450	
173	It.Pont. 2	139	16		*551	Anagni	30 September 1179	1179-09-30	1179-09-30	Alexander III.	Alexander III.	–	Weihe der Kirche von Anagni mithilfe der Bischöfe von Porto, Veroli, Segni, Alatri, Terracina und Lusanensi (Fundano an Sorano?)	–	
174	It.Pont. 2	105	1		552	–	[11 Oktober 1179]	1179-10-11	1179-10-11	Alexander III.	Alexander III.	–	Permutation Alexanders III. zusammen mit dem edlen Herrn Raino von Tusculano [im Inhaltsverzeichnis ist das Datum eingeklammert  beim entsprechenden Regest nicht]	13474	
175	It.Pont. 2	110	1		552	–	[11 Oktober 1179]	1179-10-11	1179-10-11	Alexander III.	Alexander III.	?	Permutation Alexanders III. zusammen mit dem edlen Herrn Raino von Tusculano [im Inhaltsverzeichnis ist das Datum eingeklammertbeim entsprechenden Regest nicht])	13474	
176	It.Pont. 2	160	27		553	Segni	12 Oktober [1179]	1179-10-12	1179-10-12	Alexander III.	Alexander III.	N., Abt des Klosters St. Petrus in Canneto, sowie der gesamte Klerus		–	
177	It.Pont. 2	166	5		553	Segni	12 Oktober [1179]	1179-10-12	1179-10-12	Alexander III.	Alexander III.	N., Abt des Klosters St. Petrus in Canneto, sowie der gesamte Klerus		–	
178	It.Pont. 2	163	3		554	Tusculanum	27 November [1170-80]	1170-11-27	1180-11-27	Alexander III.	Alexander III.	Klerus und Volk (von Veruli)		13532	
179	It.Pont. 2	96	51		555	Tusculanum	15 Oktober [1171-80]	1171-10-15	1180-10-15	Alexander III.	Alexander III.	Brüder des Klosters St. Benedikt in Subiaco		13585	
180	It.Pont. 2	198	1		556	Velletri	16 März 1180	1180-03-16	1180-03-16	Alexander III.	Alexander III.	Mardocheus, Prior des Klosters St. Maria		13632	
181	It.Pont. 2	116	20		*557	–	[1175-81]	1175-01-01	1181-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	Streitfall)	–	
182	It.Pont. 2	124	4		*557	–	[1175-81]	1175-01-01	1181-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	Streitfall)	–	
183	It.Pont. 2	48	3		558	–	[1176-81]	1176-01-01	1181-12-31	Alexander III.	Alexander III.	Priester von Ponza und Affile		14067	
184	It.Pont. 2	52	1		558	–	[1176-81]	1176-01-01	1181-12-31	Alexander III.	Alexander III.	Priester von Ponza und Affile		14067	
185	It.Pont. 2	96	52		558	–	[1176-81]	1176-01-01	1181-12-31	Alexander III.	Alexander III.	Priester von Ponza und Affile		14067	
186	It.Pont. 2	203	4		*559	–	[1177-81]	1177-01-01	1181-12-31	Alexander III.	Alexander III.			–	
187	It.Pont. 2	48	4		560	Tusculano	04 Januar [1181]	1181-01-04	1181-01-04	Alexander III.	Alexander III.	Paulus, Bischof (kein Ort angegeben), sowie die anderen, quibus relictae sunt res bo. me. lohannis ss. lohannis et Pauli card. presb. Dispensandae		14356	
188	It.Pont. 2	174	5		561	Tusculanum	19 Mai [1181]	1181-05-19	1181-05-19	Alexander III.	Alexander III.	Brüder der Militia Templi	für Jakob vlt von Interesse	–	
189	It.Pont. 2	210	4		562	Viterbo	28 Juni 1181	1181-06-28	1181-06-28	Alexander III.	Alexander III.	Egidius, Erzpriester von St. Laurentius		14405	
190	It.Pont. 2	212	1		*563	Viterbo	15 Juli 1181	1181-07-15	1181-07-15	Alexander III.	Alexander III.	Kanoniker von St. Maria Nova		–	
191	It.Pont. 2	212	1		*564	Viterbo	[06-08.1181]	1181-01-06	1181-12-08	Alexander III.	Alexander III.	?	Besuch und Weihe	–	
192	It.Pont. 2	213	3		*565	–	[1181]	1181-01-01	1181-12-31	Alexander III.	Alexander III.	Bürgerschaft von Viterbo		–	
193	It.Pont. 2	117	21		566	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Terracina		–	
194	It.Pont. 2	139	17		567	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Anagni		–	
195	It.Pont. 2	175	1		568	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Veroli		14123	
196	It.Pont. 2	160	28		569	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III., Bischof von Veroli	–		14124	
197	It.Pont. 2	120	11		570	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	I. Fraiapanis, C. und L., edle Herren		–	
198	It.Pont. 2	139	3		*571	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bürgerschaft Anagnis (communi Anagniae)	Concessio	13738	
199	It.Pont. 2	143	2		*571	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bürgerschaft Anagnis (communi Anagniae)	Concessio	13738	
200	It.Pont. 2	45	15		*572	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	?	Bestätigung einer Refutatio	–	
201	It.Pont. 2	69	57		*573	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Bewilligung eines Privilegs	–	
202	It.Pont. 2	97	53		*574	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Beschluss	–	
203	It.Pont. 2	108	6		*575	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.		diesen Eintrag aus dem Inhaltsverzeichnis gibt es nicht, vermutlich Druckfehler da es auf S. 103 einen passenden Eintrag finden lässt (siehe letzter Eintrag bei Alexander III.)	–	
204	It.Pont. 2	117	22		*576	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Bewilligung eines Privilegs	–	
205	It.Pont. 2	120	12		*577	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	?	Empfänger nicht klar ersichtlich	Terracinenses coram Alexandro III querelas contra Fraiapanes exponunt)	–	
206	It.Pont. 2	124	5		*578	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Erneuerung eines Privilegs von Papst Calixt II.	–	
207	It.Pont. 2	127	5		*579	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Beschluss	–	
208	It.Pont. 2	132	3		*580	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Bewilligung eines Privilegs	–	
209	It.Pont. 2	152	1		*581	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Klerus und Volk von Vico		–	
210	It.Pont. 2	161	1		*582	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	?	Beschluss, unter Ecclesia cathedralis s. Andreae gelistet)	–	
211	It.Pont. 2	163	4		*583	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	prohibitio, unter Civitas Verulana gelistet)	–	
212	It.Pont. 2	170	1		*583	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	prohibitio, unter Bauco gelistet)	–	
213	It.Pont. 2	214	2		*584	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Concessio	–	
214	It.Pont. 2	220	5		*585	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Concessio	–	
215	It.Pont. 2	223	11		*586	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	Streitfall	–	
216	It.Pont. 2	230	1		*587	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Matafelo (?), edler Mann	concessio	–	Empfänger nicht klar ersichtlich
217	It.Pont. 2	194	1		†*588	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Orden der Augustiner-Emeriten (ordo eremitarum sancti Augustini)	concessio	–	
218	It.Pont. 2	97	54		589	–	[1159-81?]	1159-01-01	1159-12-31	Alexander III.	Alexander III. (?)	Bischof und Kapitel von Sora (Soran.)		–	
219	It.Pont. 2	97	55		*590	–	[1159-81?]	1159-01-01	1159-12-31	Alexander III.	Alexander III. (?)	Bischof von Veroli (Verulano)		–	
220	It.Pont. 2	103	6	*	*575	–	[1159-81?]	1159-01-01	1159-12-31	Alexander III.	Alexander III.	Ubaldo Allucingoli, Bischof von Ostia und Velletri	nicht im Inhaltsverzeichnis bei Alexander III. aufgelistet !!! (siehe vermutlich *575)	–	
221	It.Pont. 2	207	3		399	–	[1153]	1153-01-01	1153-12-31	Eugen III.	Assalitus, Sohn des Grafen Gerardi de Guitto	Eugen III. interventientibus pro eo Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, sowie Ubaldo, Kardinalpriester von Santa Croce (in Gerusalemme)		–	
222	It.Pont. 2	140	1		414	Laterano	10 Mai 1154	1154-05-10	1154-05-10	Anastasius IV.	Anastasius IV.	Amatus, Abt des Klosters St. Petrus in Villa magna	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	9897	
223	It.Pont. 2	33	4		415	Laterano	15 September 1054	1054-09-15	1054-09-15	Anastasius IV.	Anastasius IV.	Johannes Crassus, Prior des Hospitals de Cantaro, Johannes, Priester, sowie Ada und Nicolaus, Kleriker desselben Hospitals	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	9926	
224	It.Pont. 2	111	1		416	Laterano	25 November 1154	1154-11-25	1154-11-25	Anastasius IV.	Anastasius IV.	Haymo (?), Abt des Klosters St. Maria de Marmossole	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	
225	It.Pont. 2	188	2		424	Roma S. Pietro	12 Januar 1155	1155-01-12	1155-01-12	Hadrian IV.	Hadrian IV.	Petrus, Abt des Klosters St. Maria in Fallerense	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	9978	
226	It.Pont. 2	138	12		482	Ferentino	30 September 1155	1155-09-30	1155-09-30	Hadrian IV.	Hadrian IV.	Lotarius, Bischof (von Anagni)	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10091	
227	It.Pont. 2	224	2		435	Orvieto	15 Oktober 1156	1156-10-15	1156-10-15	Hadrian IV.	Hadrian IV.	Roccus, Propst der Kirche St. Constantius	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10207	
228	It.Pont. 2	81	4		439	–	[17 Januar 1157]	1157-01-17	1157-01-17	Hadrian IV.	Rolandus, Kardinalpriester von San Marco sowie Kanzler des Papstes, sowie Boso (Breakspeare), Kardinaldiakon von Santi Cosma e Damiano und Kämmerer des Papstes	Oddo von Poli		–	
229	It.Pont. 2	111	2		440	Laterano	09 Februar 1157	1157-02-09	1157-02-09	Hadrian IV.	Hadrian IV.	Haymo (?), Abt des Klosters St. Maria de Marmossole	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	
230	It.Pont. 2	55	1		441	–	[08 April 1157]	1157-04-08	1157-04-08	Hadrian IV.	Adinulfus, Sohn des Pandulfus von Aquin	Hadrian IV. (intervenientibus pro eo procuratorio Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, sowie Ubaldo, Kardinalpriester von Santa Croce (in Gerusalemme)		–	
231	It.Pont. 2	172	5		441	–	[08 April 1157]	1157-04-08	1157-04-08	Hadrian IV.	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, sowie Ubaldo, Kardinalpriester von Santa Croce (in Gerusalemme)	Landulfus (Adinulfus)		–	
232	It.Pont. 2	56	2		442	–	[08 April 1157]	1157-04-08	1157-04-08	Hadrian IV.	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, sowie Ubaldo, Kardinalpriester von Santa Croce (in Gerusalemme)	Landulfus (Adinulfus)		–	
233	It.Pont. 2	172	6		442	–	[08 April 1157]	1157-04-08	1157-04-08	Hadrian IV.	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, sowie Ubaldo, Kardinalpriester von Santa Croce (in Gerusalemme)	Landulfus (Adinulfus)		–	
234	It.Pont. 2	70	2		446	Laterano	04 Mai 1157	1157-05-04	1157-05-04	Hadrian IV.	Hadrian IV.	alle Menschen aus Bocchignano	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	
235	It.Pont. 2	183	4		*452	–	[1158]	1158-01-01	1158-12-31	Hadrian IV.	Hadrian IV.	Rolandus, Kardinalpriester von San Marco und Kanzler, Albertus (Alberto di Mora), Kardinalpriester von San Lorenzo in Lucina, Willielmus (?), Kardinalpriester von San Pietro in Vincula, sowie Raimundus, Kardinaldiakon von Santa Maria in Via Lata		–	
236	It.Pont. 2	226	1		453	–	Februar 1158	1158-02-01	1158-02-28	Hadrian IV.	?	?	pactum inter Hadrianum IV et populum Urbevetanum (ex parte … Rollando tit. s. Marco et cancellario…))	–	
237	It.Pont. 2	126	3		463	Albano	03 August 1158	1158-08-03	1158-08-03	Hadrian IV.	Hadrian IV.	Giraldus, Abt des Klosters St. Stephan in Fossa nova	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	
238	It.Pont. 2	140	2		454	Laterano	14 Mai 1158	1158-05-14	1158-05-14	Hadrian IV.	Hadrian IV.	Amatus, Abt des Klosters St. Petrus in Villa magna, sowie dessen Mitbrüder	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10408	
239	It.Pont. 2	193	2		466	Laterano	17 Februar 1159	1159-02-17	1159-02-17	Hadrian IV.	Hadrian IV.	Leo, Prior der Kirche St. Maria Maior	Rolandus, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	
240	It.Pont. 2	97	56		*596	Velletri	[1181]	1181-01-01	1181-12-31	Lucius III.	Lucius III.	Simon, Abt in Subiaco, und das dazugehörige Kapitel	Bekräftigung eines Erlasses von Alexander III.	–	
